Federal Provider Number,Residents Total Confirmed COVID-19,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,No Confirmed COVID-19 Cases among residents,Confirmed COVID-19 Cases among residents (1-<95% Percentile),Confirmed COVID-19 Cases among residents (>=95% Percentile),No Confirmed COVID-19 Cases among staff,Confirmed COVID-19 Cases among staff (1-<95% Percentile),Confirmed COVID-19 Cases among staff (>=95% Percentile),No Confirmed COVID-19 Deaths among residents,Confirmed COVID-19 Deaths among residents (1-<95% Percentile),Confirmed COVID-19 Deaths among residents (>=95% Percentile),No Confirmed COVID-19 Deaths among staff,Confirmed COVID-19 Deaths among staff (>0),Facility size Small (<33% Percentile beds),Facility size Medium (33%-66% Percentile beds),Facility size Large (>66% Percentile beds),Low occupancy rate (<33% Percentile),Medium occupancy rate (33%-66% Percentile),High occupancy rate (>66% Percentile)
395247,0,0,102,94,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
355061,1,0,30,30,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365292,1,0,181,147,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
375351,0,0,126,37,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
345468,5,0,82,70,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375390,30,5,100,50,55,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
366246,0,0,34,30,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
375546,0,0,110,101,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
365855,0,0,60,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
355099,0,0,42,36,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
375421,0,0,114,92,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
365278,4,0,155,106,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
366036,1,1,49,17,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
395382,0,0,120,109,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
366465,0,1,54,36,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
395298,0,0,110,85,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
395067,0,0,95,88,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366202,0,0,57,50,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
375542,0,0,68,49,2,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
345566,0,0,90,85,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
366434,0,0,80,56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375409,0,0,104,75,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366347,0,0,113,96,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366266,0,0,50,46,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365560,0,0,50,47,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
395261,1,0,102,96,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
395351,0,0,176,139,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
375229,2,0,141,119,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366352,0,0,64,49,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365690,47,4,83,72,19,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
395020,0,0,126,91,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
375469,0,0,95,41,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
365523,35,7,99,52,15,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
345403,2,0,120,84,12,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
395406,45,29,106,65,48,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
375497,0,0,80,54,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375459,0,0,42,33,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
385126,0,0,117,92,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
365109,1,1,170,139,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
365297,0,0,50,28,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366254,0,0,89,80,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
345473,5,2,70,57,13,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
366229,0,0,200,159,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366060,1,0,77,65,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
385053,0,0,93,72,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375327,0,0,80,61,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366374,0,0,72,52,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
395361,8,0,270,233,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365926,70,27,150,82,18,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
366326,2,0,80,44,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
365917,0,0,116,90,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
395344,73,15,179,90,23,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
395357,0,0,128,96,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
366027,0,0,97,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365636,31,8,96,57,20,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365877,2,0,180,177,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
345548,0,0,134,114,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
395341,1,0,120,92,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
366002,0,0,30,25,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365284,0,0,130,114,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
345515,0,0,70,63,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
375474,4,1,50,22,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
366178,0,0,75,58,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
366437,0,0,107,83,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366340,0,0,50,48,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366181,1,0,32,29,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366048,0,0,16,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365676,0,0,75,41,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365920,0,0,79,56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365085,0,0,156,111,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
355032,0,0,52,43,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366341,0,0,50,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365257,15,0,65,43,9,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365101,0,0,120,58,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
355063,0,0,88,84,7,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365022,0,0,99,62,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345519,0,0,100,99,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395270,0,0,114,84,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365672,0,0,120,93,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
366220,1,0,120,98,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
355039,0,0,41,38,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365735,40,13,135,78,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
375489,0,0,176,78,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
395105,19,5,60,42,7,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
366418,1,0,120,100,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
375462,1,0,119,81,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375106,0,0,127,104,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
395324,0,0,133,104,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
345528,0,0,60,47,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
375394,0,0,80,51,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
345471,1,0,100,88,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
366008,40,15,176,128,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
365272,27,2,145,84,7,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
345464,0,0,60,54,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
366269,4,2,90,57,4,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365265,0,0,110,88,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
365364,0,0,67,62,5,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
366375,47,18,99,46,19,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
365430,0,0,112,78,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365798,0,0,45,35,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
395202,96,14,123,61,39,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
375362,0,0,82,52,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
355066,0,0,60,48,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366042,6,3,96,72,4,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365685,50,0,150,89,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
365833,0,0,96,79,8,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345506,0,0,100,91,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395075,18,1,97,81,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
366051,3,0,75,61,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
365527,0,0,50,37,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366411,0,0,25,11,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365689,0,0,99,71,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345477,0,0,100,84,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375310,0,0,69,51,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
345406,0,0,70,51,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366114,2,0,190,130,8,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
385204,0,0,63,43,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
385273,0,0,27,23,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365898,0,0,99,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
395260,81,22,115,86,9,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
365398,0,0,120,81,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375400,0,0,111,66,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
385155,0,0,88,57,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
355103,0,0,37,34,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
38A026,0,0,39,36,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365757,99,8,200,129,29,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
345447,0,0,100,91,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
375379,0,0,62,25,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
385132,1,0,86,73,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366443,0,0,51,43,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366268,0,0,99,65,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365556,0,0,99,79,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365033,0,0,115,102,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
395313,0,0,56,35,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365729,0,0,97,45,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
365295,0,0,99,85,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
365317,50,30,140,59,27,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
366308,0,0,72,72,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
365343,0,0,59,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365388,1,0,178,165,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
395228,0,0,44,36,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
375493,2,0,144,73,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
365975,0,0,87,76,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375465,0,0,120,59,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366350,23,0,148,133,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366358,1,0,20,14,10,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365608,1,0,165,153,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
375531,2,0,80,63,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345481,0,0,80,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366289,1,0,48,40,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366312,0,0,47,43,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365754,65,6,120,93,15,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
366419,0,0,120,92,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395028,0,0,178,102,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
345575,3,0,100,71,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375570,0,0,59,45,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366369,0,0,50,45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
345433,0,0,90,77,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375483,20,5,90,69,11,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
385245,0,0,46,32,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365290,0,0,180,89,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366128,0,0,50,38,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366435,1,0,100,68,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
385229,0,0,53,41,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366383,3,0,25,22,5,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366405,0,0,22,21,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366162,4,0,80,55,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366235,0,0,125,91,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
345472,0,0,100,60,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375433,2,0,133,58,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
395387,2,0,67,64,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
366285,0,0,99,82,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
395398,0,0,120,89,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366430,8,0,50,40,9,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366238,35,5,90,72,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365362,0,0,99,81,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345520,0,0,120,78,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365947,0,0,82,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365535,0,0,131,95,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
345409,1,1,84,69,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365410,30,5,99,66,8,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
395094,112,40,420,310,44,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
385234,11,4,80,67,10,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
395495,3,5,96,67,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
375322,0,0,65,41,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
395117,47,21,194,167,15,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
395422,0,0,133,126,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365521,1,0,202,133,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
395402,0,1,150,111,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
365878,1,0,50,48,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365711,4,0,99,78,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365644,99,11,176,104,29,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
366468,0,0,25,24,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
355077,0,0,170,163,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365380,0,0,99,75,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365458,0,0,93,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366084,0,0,82,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366131,0,0,64,50,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365330,0,0,50,42,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
385045,0,0,83,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365306,0,0,125,110,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
345484,0,0,10,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
385138,0,0,40,28,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
38E075,1,0,76,68,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
375367,0,0,58,55,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
345510,0,0,118,91,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395476,111,42,688,528,17,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
345395,9,1,70,55,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
366241,0,0,54,52,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
395490,37,14,120,69,40,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
365570,0,0,92,63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366217,0,0,50,45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365648,0,0,58,51,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
395499,0,0,180,162,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
375506,0,0,50,26,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365963,0,0,128,121,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366263,0,0,45,29,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365178,0,0,108,63,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
355074,0,0,230,171,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
355069,0,0,82,73,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345558,0,0,100,96,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
365621,0,0,99,74,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365321,0,0,118,93,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366169,0,0,100,99,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366408,0,0,30,15,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366076,0,0,86,76,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
375392,0,0,159,97,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
395138,49,6,136,121,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
365246,0,0,70,62,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
345390,0,0,60,55,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
395350,0,0,104,98,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
366464,0,0,54,44,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
366404,0,0,80,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365752,7,2,125,81,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
365828,0,0,135,86,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
395042,0,0,139,112,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365574,87,42,176,98,40,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
366282,0,0,62,44,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365822,0,0,116,84,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
355101,0,0,20,20,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
395405,0,0,138,124,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365746,58,2,99,72,12,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
375553,0,0,60,58,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
366173,0,0,99,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
385258,0,0,41,39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366067,0,0,90,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365787,0,0,138,29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
345549,21,4,90,57,14,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
365995,0,0,88,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365478,0,0,145,125,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
385221,9,0,69,41,6,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
385117,0,0,58,55,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
375540,0,0,105,91,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395502,0,0,106,95,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
395386,0,0,69,67,9,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
375252,0,0,105,82,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
366038,0,0,50,35,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365344,6,0,180,118,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
366473,9,0,67,38,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
365972,0,0,90,88,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
365603,9,13,125,73,12,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
395413,17,34,120,114,25,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
366302,0,0,84,59,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
375554,0,0,94,62,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365447,0,0,84,61,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
366245,0,1,80,71,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365724,0,0,50,16,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
365830,0,0,159,97,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
395448,0,0,43,25,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
375573,2,0,187,59,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
366122,0,0,108,68,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365836,17,2,81,63,12,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
365406,0,0,121,108,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
366012,0,0,48,38,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
366297,0,0,80,70,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
365186,0,0,131,86,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
