PROV,paymcaid,multifac,pctwhite_2011p,Low Medicaid share (<Median),High Medicaid share (>=Median),No chain affiliation,Chain affiliation,Low racial or ethnic minority share (<Median),High racial or ethnic minority share (>=Median)
675793,76.47,Yes,25.81,0,1,0,1,1,0
455278,45.33,No,97.22,1,0,1,0,0,1
455333,50,Yes,47.83,1,0,0,1,1,0
455351,38.36,No,85.94,1,0,1,0,1,0
455359,70.37,Yes,45.83,0,1,0,1,1,0
455390,76.04,Yes,45.68,0,1,0,1,1,0
455412,59.5,Yes,67.54,1,0,0,1,1,0
455416,82.35,Yes,75,0,1,0,1,1,0
455423,87.62,Yes,15.29,0,1,0,1,1,0
455429,67.39,Yes,50.6,0,1,0,1,1,0
455444,67.35,Yes,27.16,0,1,0,1,1,0
455450,72.34,No,LNE,0,1,1,0,0,1
455455,66.06,No,13.83,0,1,1,0,1,0
455456,0,No,97.14,1,0,1,0,0,1
455457,68.67,Yes,72.97,0,1,0,1,1,0
455463,78.33,Yes,45.74,0,1,0,1,1,0
675717,85.07,Yes,29.79,0,1,0,1,1,0
455467,81.58,Yes,41.38,0,1,0,1,1,0
455471,73.47,Yes,16.54,0,1,0,1,1,0
455472,68.52,Yes,58.18,0,1,0,1,1,0
455475,80,Yes,76.6,0,1,0,1,1,0
675956,79.78,Yes,65.36,0,1,0,1,1,0
455477,71.67,No,65.45,0,1,1,0,1,0
455478,71.55,Yes,55.45,0,1,0,1,1,0
455480,55.1,No,89.47,1,0,1,0,0,1
675689,78.31,Yes,LNE,0,1,0,1,0,1
675814,47.27,Yes,78.43,1,0,0,1,1,0
455484,90,No,LNE,0,1,1,0,0,1
455485,77.38,Yes,55.41,0,1,0,1,1,0
455486,65.43,Yes,87.06,0,1,0,1,1,0
455489,80.26,Yes,67.11,0,1,0,1,1,0
455490,89.09,No,53.19,0,1,1,0,1,0
455493,83.15,Yes,LNE,0,1,0,1,0,1
455494,60.47,Yes,82.5,1,0,0,1,1,0
455497,58.82,Yes,67.78,1,0,0,1,1,0
675840,82.56,Yes,80.82,0,1,0,1,1,0
455503,38.6,Yes,60.87,1,0,0,1,1,0
455504,76.19,Yes,81.82,0,1,0,1,1,0
676316,84.85,No,66.18,0,1,1,0,1,0
455507,68.49,No,LNE,0,1,1,0,0,1
455509,59.02,Yes,61.11,1,0,0,1,1,0
455510,59.42,Yes,48.44,1,0,0,1,1,0
675791,75.16,Yes,24.05,0,1,0,1,1,0
455513,46.67,Yes,93.48,1,0,0,1,0,1
455515,58.21,No,62.12,1,0,1,0,1,0
455516,20.59,Yes,100,1,0,0,1,0,1
455517,91.23,Yes,64.91,0,1,0,1,1,0
675708,63.16,Yes,94.87,1,0,0,1,0,1
455522,71.43,Yes,73.02,0,1,0,1,1,0
455523,41.67,No,52.76,1,0,1,0,1,0
676057,77.94,No,LNE,0,1,1,0,0,1
455528,77.68,Yes,LNE,0,1,0,1,0,1
675964,29.31,Yes,91.49,1,0,0,1,0,1
455532,60.49,Yes,84.29,1,0,0,1,1,0
455533,79.39,Yes,40,0,1,0,1,1,0
455534,89.47,Yes,35.14,0,1,0,1,1,0
455536,76.07,No,39.8,0,1,1,0,1,0
675748,60,Yes,92.52,1,0,0,1,0,1
455538,66.06,Yes,88,0,1,0,1,1,0
676028,92.11,Yes,52.63,0,1,0,1,1,0
675883,88.24,Yes,32.14,0,1,0,1,1,0
455544,74.63,Yes,76.19,0,1,0,1,1,0
455549,92.31,Yes,44.44,0,1,0,1,1,0
455550,71.64,Yes,65.22,0,1,0,1,1,0
455551,62.5,Yes,67.57,1,0,0,1,1,0
675540,49.21,No,82.81,1,0,1,0,1,0
455554,61.76,Yes,78.81,1,0,0,1,1,0
455555,59.57,Yes,100,1,0,0,1,0,1
455557,68.7,Yes,32.38,0,1,0,1,1,0
675933,73.86,Yes,18.6,0,1,0,1,1,0
455560,77.32,No,17.24,0,1,1,0,1,0
455561,75.41,Yes,48.28,0,1,0,1,1,0
455563,51.02,Yes,93.75,1,0,0,1,0,1
455565,87.32,Yes,66.18,0,1,0,1,1,0
455569,81.69,No,60.87,0,1,1,0,1,0
455570,56.96,Yes,94.52,1,0,0,1,0,1
455572,77.38,Yes,40.48,0,1,0,1,1,0
455573,54.02,Yes,95.06,1,0,0,1,0,1
455574,66.67,Yes,94.37,0,1,0,1,0,1
455575,83.2,Yes,26.79,0,1,0,1,1,0
455576,77.78,No,74.51,0,1,1,0,1,0
455577,78.05,Yes,64.86,0,1,0,1,1,0
675387,82.54,Yes,59.65,0,1,0,1,1,0
455579,71.64,No,91.38,0,1,1,0,0,1
455582,72.22,Yes,55.74,0,1,0,1,1,0
675835,83.93,No,72.41,0,1,1,0,1,0
455586,81.01,Yes,LNE,0,1,0,1,0,1
455589,66.67,Yes,63.49,0,1,0,1,1,0
455591,86.89,Yes,66.13,0,1,0,1,1,0
455592,68.97,Yes,73.86,0,1,0,1,1,0
455594,69.23,Yes,94,0,1,0,1,0,1
455597,71.43,Yes,27.17,0,1,0,1,1,0
455599,81.01,Yes,44.51,0,1,0,1,1,0
455601,84.42,No,90,0,1,1,0,0,1
455602,61.54,Yes,79.66,1,0,0,1,1,0
675587,84.29,Yes,60.71,0,1,0,1,1,0
455606,96.55,Yes,50.35,0,1,0,1,1,0
455608,68.18,Yes,52.5,0,1,0,1,1,0
455611,77.14,Yes,83.78,0,1,0,1,1,0
455613,90.82,Yes,15.38,0,1,0,1,1,0
675408,83.67,Yes,64.44,0,1,0,1,1,0
675696,45.45,No,86.52,1,0,1,0,1,0
455617,51.26,Yes,93.39,1,0,0,1,0,1
455618,35.77,No,87.7,1,0,1,0,1,0
676340,45.45,No,93.48,1,0,1,0,0,1
455621,76.19,No,18.89,0,1,1,0,1,0
455625,73.17,Yes,64.56,0,1,0,1,1,0
455626,83.62,No,77.88,0,1,1,0,1,0
455627,34.62,Yes,100,1,0,0,1,0,1
455628,42.74,Yes,90.43,1,0,0,1,0,1
676055,83.1,No,76.47,0,1,1,0,1,0
455631,90,No,86.17,0,1,1,0,1,0
675714,73.12,Yes,74.71,0,1,0,1,1,0
455637,43.75,Yes,77.19,1,0,0,1,1,0
455638,64.13,Yes,64.52,1,0,0,1,1,0
455641,71.7,Yes,96,0,1,0,1,0,1
455642,72.73,Yes,57.14,0,1,0,1,1,0
455643,60,Yes,62.5,1,0,0,1,1,0
455646,59.63,No,55.24,1,0,1,0,1,0
455651,69.49,Yes,47.12,0,1,0,1,1,0
455652,46.23,Yes,37.36,1,0,0,1,1,0
455653,79.03,Yes,21.14,0,1,0,1,1,0
675842,84.44,No,35.56,0,1,1,0,1,0
45F411,63.64,Yes,96.88,1,0,0,1,0,1
455662,86.57,Yes,LNE,0,1,0,1,0,1
455670,47.44,No,90.54,1,0,1,0,0,1
455672,2.63,Yes,66.67,1,0,0,1,1,0
455673,71.08,No,75.64,0,1,1,0,1,0
455674,78.67,Yes,61.9,0,1,0,1,1,0
455675,74.67,Yes,84.51,0,1,0,1,1,0
455676,57.14,Yes,73.91,1,0,0,1,1,0
455678,19.79,No,98.81,1,0,1,0,0,1
675746,72.53,Yes,77.89,0,1,0,1,1,0
455682,79.85,Yes,18.55,0,1,0,1,1,0
455683,0,No,LNE,1,0,1,0,0,1
455684,66.07,Yes,67.35,0,1,0,1,1,0
455685,48.57,Yes,88.24,1,0,0,1,1,0
455687,54.84,Yes,35.71,1,0,0,1,1,0
455689,84.95,Yes,22.47,0,1,0,1,1,0
455690,59.26,Yes,90.91,1,0,0,1,0,1
455691,0,No,LNE,1,0,1,0,0,1
455697,88.04,Yes,28.24,0,1,0,1,1,0
455699,71.83,Yes,41.38,0,1,0,1,1,0
455700,66.67,No,76.19,0,1,1,0,1,0
455702,90.91,No,LNE,0,1,1,0,0,1
455703,73.91,No,73.86,0,1,1,0,1,0
455705,46.77,Yes,50,1,0,0,1,1,0
455709,79.55,Yes,35,0,1,0,1,1,0
455712,85,Yes,91.3,0,1,0,1,0,1
455713,89.01,No,14.29,0,1,1,0,1,0
455714,66.12,Yes,42.72,0,1,0,1,1,0
455715,48.61,Yes,92.73,1,0,0,1,0,1
455718,73.27,No,LNE,0,1,1,0,0,1
676005,60.61,Yes,76.67,1,0,0,1,1,0
455724,75.61,Yes,69.74,0,1,0,1,1,0
455725,62.64,Yes,48.15,1,0,0,1,1,0
455726,67.06,Yes,46.15,0,1,0,1,1,0
455727,80.73,Yes,25.53,0,1,0,1,1,0
455728,75.53,Yes,45,0,1,0,1,1,0
455731,95.7,Yes,40,0,1,0,1,1,0
455732,49.01,No,76.43,1,0,1,0,1,0
455733,81.4,Yes,45.95,0,1,0,1,1,0
675961,36.52,No,88.04,1,0,1,0,1,0
455736,0,Yes,LNE,1,0,0,1,0,1
455737,69.77,No,76.74,0,1,1,0,1,0
455742,41.3,No,39.53,1,0,1,0,1,0
455744,64.56,Yes,89.33,0,1,0,1,0,1
455745,57.28,No,93.48,1,0,1,0,0,1
675434,49.09,Yes,64.29,1,0,0,1,1,0
455748,84.96,Yes,55.26,0,1,0,1,1,0
675939,56.25,No,89.53,1,0,1,0,0,1
455753,64.36,No,90.72,1,0,1,0,0,1
455754,62.5,Yes,36.76,1,0,0,1,1,0
455756,40.38,No,42.22,1,0,1,0,1,0
455757,70.71,No,57.45,0,1,1,0,1,0
675635,83.65,Yes,LNE,0,1,0,1,0,1
455761,78.77,No,10.22,0,1,1,0,1,0
455762,55.45,Yes,59.78,1,0,0,1,1,0
455763,59.86,Yes,85.25,1,0,0,1,1,0
455770,0,No,LNE,1,0,1,0,0,1
455771,73.91,Yes,84.95,0,1,0,1,1,0
675996,50,Yes,93.1,1,0,0,1,0,1
455960,65.52,Yes,75,0,1,0,1,1,0
455785,62.65,No,65.63,1,0,1,0,1,0
45F497,34.43,No,94.55,1,0,1,0,0,1
675958,65.93,Yes,49.41,0,1,0,1,1,0
675185,80,Yes,84.26,0,1,0,1,1,0
455789,53.85,Yes,36.46,1,0,0,1,1,0
455794,50,Yes,37.21,1,0,0,1,1,0
675906,88.24,Yes,58.46,0,1,0,1,1,0
455796,62.64,Yes,76.4,1,0,0,1,1,0
455797,79.69,Yes,17.95,0,1,0,1,1,0
455798,48.61,Yes,87.69,1,0,0,1,1,0
455799,35.96,Yes,58.54,1,0,0,1,1,0
455800,77.62,Yes,24.44,0,1,0,1,1,0
455802,72.57,No,LNE,0,1,1,0,0,1
675916,65.12,Yes,72.55,0,1,0,1,1,0
455804,61.45,Yes,32.84,1,0,0,1,1,0
455805,0,Yes,LNE,1,0,0,1,0,1
455806,78.21,Yes,84.29,0,1,0,1,1,0
675822,87.5,Yes,61.96,0,1,0,1,1,0
455808,77.78,Yes,92.59,0,1,0,1,0,1
676258,61.03,Yes,59.06,1,0,0,1,1,0
455810,0,Yes,90.41,1,0,0,1,0,1
455812,68.89,Yes,24.69,0,1,0,1,1,0
455815,82.8,Yes,46.07,0,1,0,1,1,0
455817,74,Yes,23.71,0,1,0,1,1,0
675935,60.67,Yes,81.58,1,0,0,1,1,0
455819,81.74,Yes,59.18,0,1,0,1,1,0
675085,50,Yes,48.6,1,0,0,1,1,0
455822,58.27,Yes,26.52,1,0,0,1,1,0
455823,86.81,Yes,75.28,0,1,0,1,1,0
455824,92.44,Yes,41.23,0,1,0,1,1,0
455831,82.61,Yes,80,0,1,0,1,1,0
455832,68.22,Yes,16.52,0,1,0,1,1,0
455834,60.87,No,93.15,1,0,1,0,0,1
455835,76.71,Yes,69.7,0,1,0,1,1,0
455838,92,Yes,23.91,0,1,0,1,1,0
455840,70.18,No,91.07,0,1,1,0,0,1
676304,73.97,No,69.35,0,1,1,0,1,0
675181,52.27,No,95.12,1,0,1,0,0,1
455848,0,Yes,LNE,1,0,0,1,0,1
455849,69.84,Yes,89.66,0,1,0,1,0,1
455850,86.05,Yes,83.12,0,1,0,1,1,0
675932,77.63,Yes,72.22,0,1,0,1,1,0
455854,0,Yes,88.57,1,0,0,1,0,1
455855,60.26,No,76,1,0,1,0,1,0
455856,52.5,Yes,91.43,1,0,0,1,0,1
675666,32.32,No,97.87,1,0,1,0,0,1
675479,75.44,Yes,18.87,0,1,0,1,1,0
675891,64.84,Yes,96.72,0,1,0,1,0,1
455861,73.02,Yes,56.6,0,1,0,1,1,0
455862,63.89,Yes,75.93,1,0,0,1,1,0
455864,25,Yes,84.85,1,0,0,1,1,0
455866,0,Yes,93.75,1,0,0,1,0,1
455869,55,Yes,71.28,1,0,0,1,1,0
455870,0,Yes,94.74,1,0,0,1,0,1
455871,80.88,Yes,63.24,0,1,0,1,1,0
455872,76.92,Yes,61.67,0,1,0,1,1,0
455876,68,Yes,85.42,0,1,0,1,1,0
455879,77.78,No,44.44,0,1,1,0,1,0
455881,88.24,No,44.78,0,1,1,0,1,0
676307,40,Yes,85,1,0,0,1,1,0
455887,86.96,Yes,48.48,0,1,0,1,1,0
455889,53.03,Yes,88.33,1,0,0,1,1,0
455891,25.45,Yes,86,1,0,0,1,1,0
455892,69.12,Yes,87.72,0,1,0,1,1,0
455893,65.22,Yes,97.62,0,1,0,1,0,1
455895,85.03,Yes,56,0,1,0,1,1,0
45F462,44.83,Yes,89.29,1,0,0,1,0,1
675800,63.41,Yes,25,1,0,0,1,1,0
455900,61.02,Yes,71.7,1,0,0,1,1,0
455901,62.5,Yes,70.37,1,0,0,1,1,0
675241,58.23,No,82.86,1,0,1,0,1,0
455903,69.61,Yes,78.95,0,1,0,1,1,0
455904,83.33,Yes,82.61,0,1,0,1,1,0
455906,46.75,Yes,97.5,1,0,0,1,0,1
455908,35.4,No,96.3,1,0,1,0,0,1
455910,66.67,Yes,90.91,0,1,0,1,0,1
455913,0,Yes,100,1,0,0,1,0,1
455915,74.42,Yes,96.8,0,1,0,1,0,1
455916,76.4,Yes,78.31,0,1,0,1,1,0
455917,68.24,Yes,90.59,0,1,0,1,0,1
455923,72,Yes,37.25,0,1,0,1,1,0
675462,64.71,No,80.77,0,1,1,0,1,0
455929,72.37,Yes,97.4,0,1,0,1,0,1
455930,60.22,Yes,85.87,1,0,0,1,1,0
455931,75.49,Yes,80.41,0,1,0,1,1,0
455934,65.08,Yes,77.59,0,1,0,1,1,0
455935,72.09,No,14.12,0,1,1,0,1,0
455936,81.97,Yes,48.94,0,1,0,1,1,0
455940,81.16,Yes,70.97,0,1,0,1,1,0
455941,39.71,Yes,94.03,1,0,0,1,0,1
455942,73.77,Yes,64.41,0,1,0,1,1,0
675913,77.03,No,52.05,0,1,1,0,1,0
455944,64.81,Yes,78.18,0,1,0,1,1,0
675900,79.22,Yes,88.16,0,1,0,1,1,0
455946,71.01,Yes,80,0,1,0,1,1,0
455951,48.28,Yes,83.67,1,0,0,1,1,0
455952,75.27,Yes,85.19,0,1,0,1,1,0
455954,66.67,Yes,97.78,0,1,0,1,0,1
455959,65.38,Yes,74,0,1,0,1,1,0
455961,82.05,Yes,93.51,0,1,0,1,0,1
455962,68.57,Yes,77.14,0,1,0,1,1,0
676075,95.35,No,53.66,0,1,1,0,1,0
455968,78.48,No,84.29,0,1,1,0,1,0
455969,17.5,Yes,69.23,1,0,0,1,1,0
455970,77.78,Yes,97.56,0,1,0,1,0,1
675810,83.61,Yes,22.73,0,1,0,1,1,0
455972,79.17,No,87.5,0,1,1,0,1,0
455975,0,Yes,83.33,1,0,0,1,1,0
455981,0,Yes,LNE,1,0,0,1,0,1
455983,42.5,Yes,87.23,1,0,0,1,1,0
455989,80.95,Yes,83.72,0,1,0,1,1,0
675908,42.5,No,73.61,1,0,1,0,1,0
675889,71.43,Yes,87.36,0,1,0,1,1,0
675495,62.5,Yes,80,1,0,0,1,1,0
675138,62.38,Yes,32.26,1,0,0,1,1,0
675320,67.39,No,100,0,1,1,0,0,1
675556,77.17,No,72.62,0,1,1,0,1,0
675877,84.91,Yes,56.82,0,1,0,1,1,0
675264,72.73,Yes,87.18,0,1,0,1,1,0
675733,74.39,Yes,54.12,0,1,0,1,1,0
675543,84.85,Yes,21.67,0,1,0,1,1,0
676301,56.63,Yes,80.25,1,0,0,1,1,0
675620,75,Yes,38.3,0,1,0,1,1,0
676163,64.29,Yes,59.77,1,0,0,1,1,0
676117,65.45,Yes,92.45,0,1,0,1,0,1
675838,63.04,Yes,78.05,1,0,0,1,1,0
675078,77.94,Yes,37.14,0,1,0,1,1,0
675911,69.44,No,87.88,0,1,1,0,1,0
676034,70.45,Yes,87.5,0,1,0,1,1,0
675989,97.3,No,69.23,0,1,1,0,1,0
675420,80.95,Yes,39.47,0,1,0,1,1,0
675706,64.71,Yes,68.18,0,1,0,1,1,0
675437,62.2,No,45.35,1,0,1,0,1,0
675681,44.44,No,88.24,1,0,1,0,1,0
675700,89.53,Yes,70.73,0,1,0,1,1,0
675182,90.91,Yes,60.98,0,1,0,1,1,0
675537,71.43,Yes,87.69,0,1,0,1,1,0
675777,0,Yes,93.94,1,0,0,1,0,1
675592,4.76,No,87.1,1,0,1,0,1,0
676174,71.43,No,86.21,0,1,1,0,1,0
676242,70.77,Yes,77.59,0,1,0,1,1,0
675076,64.62,Yes,92.42,0,1,0,1,0,1
675651,75.68,Yes,41.1,0,1,0,1,1,0
675380,64.71,Yes,60.61,0,1,0,1,1,0
675493,72.09,No,30,0,1,1,0,1,0
675053,73.13,Yes,65.67,0,1,0,1,1,0
675898,71.95,No,94.67,0,1,1,0,0,1
675441,63.49,Yes,90.38,1,0,0,1,0,1
675014,64.71,Yes,92.86,0,1,0,1,0,1
675038,80.49,Yes,97.44,0,1,0,1,0,1
675206,75,Yes,82.14,0,1,0,1,1,0
675044,63.75,Yes,LNE,1,0,0,1,0,1
675648,56.34,Yes,76.47,1,0,0,1,1,0
676338,63.46,No,88,1,0,1,0,1,0
675979,14.89,Yes,95.12,1,0,0,1,0,1
675291,73.68,Yes,94.74,0,1,0,1,0,1
675081,76.5,No,64.33,0,1,1,0,1,0
675513,52.5,Yes,91.89,1,0,0,1,0,1
675677,72.73,Yes,LNE,0,1,0,1,0,1
675503,45.71,Yes,87.36,1,0,0,1,1,0
675016,40,Yes,77.78,1,0,0,1,1,0
675977,78.48,No,23.61,0,1,1,0,1,0
45F603,68.57,No,83.33,0,1,1,0,1,0
675715,87.5,Yes,72.73,0,1,0,1,1,0
675035,88.24,Yes,93.55,0,1,0,1,0,1
675311,70.49,Yes,74.58,0,1,0,1,1,0
675321,80,Yes,44.09,0,1,0,1,1,0
675630,69.77,Yes,LNE,0,1,0,1,0,1
675469,58.41,Yes,79.57,1,0,0,1,1,0
675145,63.95,Yes,72.29,1,0,0,1,1,0
675169,53.57,Yes,94.23,1,0,0,1,0,1
675597,71.62,Yes,91.25,0,1,0,1,0,1
675663,73.33,Yes,51.22,0,1,0,1,1,0
676040,68.69,Yes,76.09,0,1,0,1,1,0
675790,79.45,Yes,67.14,0,1,0,1,1,0
676177,62.5,No,89.02,1,0,1,0,0,1
676016,53.57,Yes,100,1,0,0,1,0,1
675572,63.53,No,93.98,1,0,1,0,0,1
675336,60,Yes,67.8,1,0,0,1,1,0
675458,58.43,Yes,68.35,1,0,0,1,1,0
675233,77.78,Yes,11.88,0,1,0,1,1,0
675789,75.45,Yes,46.23,0,1,0,1,1,0
676200,90.91,No,77.27,0,1,1,0,1,0
675273,87.5,Yes,82.61,0,1,0,1,1,0
675364,67.57,Yes,97.44,0,1,0,1,0,1
675037,51.52,No,58.54,1,0,1,0,1,0
675851,68.42,No,80.36,0,1,1,0,1,0
675670,71.83,Yes,35.71,0,1,0,1,1,0
675305,69.7,Yes,62.64,0,1,0,1,1,0
675127,83.7,Yes,62.34,0,1,0,1,1,0
675398,85.42,Yes,88.1,0,1,0,1,1,0
675433,85.71,No,69.7,0,1,1,0,1,0
675225,68.75,Yes,67.8,0,1,0,1,1,0
675774,50,Yes,92.68,1,0,0,1,0,1
676322,78.05,No,84.21,0,1,1,0,1,0
676071,58.75,No,90.67,1,0,1,0,0,1
676172,52.63,Yes,91.67,1,0,0,1,0,1
455999,75.4,Yes,56.67,0,1,0,1,1,0
675183,75,No,75,0,1,1,0,1,0
675595,75.56,Yes,36.84,0,1,0,1,1,0
45E312,95.45,Yes,LNE,0,1,0,1,0,1
675903,71.93,No,69.49,0,1,1,0,1,0
675460,71.26,Yes,86.59,0,1,0,1,1,0
675564,58.82,Yes,69.57,1,0,0,1,1,0
676024,65.22,Yes,LNE,0,1,0,1,0,1
675388,55.26,Yes,88.57,1,0,0,1,0,1
675259,79.63,Yes,87.23,0,1,0,1,1,0
675377,75.68,Yes,93.33,0,1,0,1,0,1
45E341,91.49,Yes,LNE,0,1,0,1,0,1
675740,55.56,No,94.12,1,0,1,0,0,1
675920,83.78,No,85.29,0,1,1,0,1,0
675140,60,Yes,100,1,0,0,1,0,1
675067,71.43,No,92,0,1,1,0,0,1
675222,72.22,Yes,60.94,0,1,0,1,1,0
675678,70.37,Yes,90.74,0,1,0,1,0,1
45E358,85.71,No,88.89,0,1,1,0,0,1
675687,61.36,No,91.4,1,0,1,0,0,1
675058,76.19,No,100,0,1,1,0,0,1
675240,65,Yes,75.61,0,1,0,1,1,0
675075,62.16,Yes,77.78,1,0,0,1,1,0
675103,51.06,Yes,90.48,1,0,0,1,0,1
675712,79.25,Yes,83.72,0,1,0,1,1,0
675952,22.22,No,85.11,1,0,1,0,1,0
675497,94.23,Yes,75,0,1,0,1,1,0
675802,59.63,Yes,96.81,1,0,0,1,0,1
45E393,0,No,96.88,1,0,1,0,0,1
676261,44.68,No,76.19,1,0,1,0,1,0
675494,65.48,Yes,24.36,0,1,0,1,1,0
675498,57.58,Yes,91.11,1,0,0,1,0,1
675934,66.67,No,85.45,0,1,1,0,1,0
45E409,59.57,Yes,63.64,1,0,0,1,1,0
45F410,65.22,No,41.96,0,1,1,0,1,0
675297,86.49,Yes,LNE,0,1,0,1,0,1
455963,75.68,Yes,80.56,0,1,0,1,1,0
675251,76,Yes,61.7,0,1,0,1,1,0
675065,71.43,Yes,76.92,0,1,0,1,1,0
675489,66.67,Yes,67.31,0,1,0,1,1,0
675836,43.48,Yes,85.19,1,0,0,1,1,0
455986,81.13,Yes,66.33,0,1,0,1,1,0
675202,83.33,Yes,49.21,0,1,0,1,1,0
455957,79.01,Yes,86.11,0,1,0,1,1,0
675329,71.19,No,80,0,1,1,0,1,0
455985,77.22,No,73.49,0,1,1,0,1,0
675485,61.9,Yes,73.08,1,0,0,1,1,0
675808,59.26,Yes,87.34,1,0,0,1,1,0
676292,91.11,Yes,62.5,0,1,0,1,1,0
675379,70.67,No,68.57,0,1,1,0,1,0
45E458,76.47,No,92.31,0,1,1,0,0,1
675821,70.31,Yes,73.02,0,1,0,1,1,0
675686,88.51,Yes,31.51,0,1,0,1,1,0
675307,67.65,Yes,60,0,1,0,1,1,0
675896,90.41,Yes,49.25,0,1,0,1,1,0
675867,95.83,Yes,70.83,0,1,0,1,1,0
675019,85.39,Yes,57.78,0,1,0,1,1,0
675151,76,Yes,93.48,0,1,0,1,0,1
676020,67.74,No,89.29,0,1,1,0,0,1
675695,62.16,Yes,LNE,1,0,0,1,0,1
675284,81.4,Yes,84.44,0,1,0,1,1,0
675596,69.7,Yes,68.13,0,1,0,1,1,0
675052,91.3,No,64.29,0,1,1,0,1,0
675439,81.82,Yes,95.95,0,1,0,1,0,1
675061,60,No,72.09,1,0,1,0,1,0
675723,47.14,Yes,LNE,1,0,0,1,0,1
675641,76.83,Yes,60.26,0,1,0,1,1,0
675319,72.22,Yes,94.55,0,1,0,1,0,1
676324,51.22,No,78.79,1,0,1,0,1,0
675293,70.73,Yes,76.47,0,1,0,1,1,0
676291,100,No,64.06,0,1,1,0,1,0
675150,72.58,No,LNE,0,1,1,0,0,1
675327,55.1,Yes,91.67,1,0,0,1,0,1
675532,69.44,No,30.16,0,1,1,0,1,0
675982,57.75,No,85.71,1,0,1,0,1,0
675922,55.56,No,71.67,1,0,1,0,1,0
675985,89.66,Yes,34.18,0,1,0,1,1,0
675519,60,Yes,78.05,1,0,0,1,1,0
675490,45.56,Yes,85.71,1,0,0,1,1,0
45E551,83.16,Yes,70.65,0,1,0,1,1,0
675177,52.38,Yes,84.48,1,0,0,1,1,0
675755,67.86,No,72.13,0,1,1,0,1,0
675709,70.59,Yes,78.13,0,1,0,1,1,0
675453,83.7,Yes,56,0,1,0,1,1,0
676190,65.88,Yes,86.75,0,1,0,1,1,0
675554,61.11,Yes,100,1,0,0,1,0,1
676169,90.91,Yes,LNE,0,1,0,1,0,1
675929,73.53,Yes,56.67,0,1,0,1,1,0
675853,65.75,No,83.87,0,1,1,0,1,0
675407,54.84,Yes,59.26,1,0,0,1,1,0
676140,83.33,Yes,28.26,0,1,0,1,1,0
675295,52.46,No,47.27,1,0,1,0,1,0
676173,83.67,Yes,31.91,0,1,0,1,1,0
675502,80,Yes,54.05,0,1,0,1,1,0
675428,82.35,Yes,46.27,0,1,0,1,1,0
675356,77.33,Yes,71.01,0,1,0,1,1,0
675617,60.81,No,0,1,0,1,0,1,0
675414,75.38,Yes,LNE,0,1,0,1,0,1
675309,79.38,No,18.09,0,1,1,0,1,0
675475,56.52,Yes,19.12,1,0,0,1,1,0
675421,83.61,Yes,LNE,0,1,0,1,0,1
675134,75,Yes,27.59,0,1,0,1,1,0
675277,60.42,Yes,80,1,0,0,1,1,0
675394,59.49,Yes,98.63,1,0,0,1,0,1
675009,75.68,Yes,80.65,0,1,0,1,1,0
676038,70.83,No,65.38,0,1,1,0,1,0
676225,62.3,No,85.19,1,0,1,0,1,0
675390,74.65,Yes,92.42,0,1,0,1,0,1
676125,64.96,Yes,23.81,0,1,0,1,1,0
675392,77.91,Yes,78.82,0,1,0,1,1,0
45E629,94.12,No,LNE,0,1,1,0,0,1
45E631,76.67,No,70,0,1,1,0,1,0
675593,40,No,87.5,1,0,1,0,1,0
675656,70.13,Yes,55.22,0,1,0,1,1,0
675954,58.06,Yes,90,1,0,0,1,0,1
675271,71.15,Yes,95.74,0,1,0,1,0,1
676030,76.32,Yes,86.36,0,1,0,1,1,0
675089,78.26,Yes,76.27,0,1,0,1,1,0
675496,70.49,Yes,77.42,0,1,0,1,1,0
675440,87.18,No,LNE,0,1,1,0,0,1
676186,67.24,No,61.82,0,1,1,0,1,0
675907,71.74,Yes,76.09,0,1,0,1,1,0
676010,72.97,Yes,84.31,0,1,0,1,1,0
676290,36.59,No,89.02,1,0,1,0,0,1
676298,58.33,No,84.09,1,0,1,0,1,0
675999,43,Yes,88.3,1,0,0,1,1,0
675034,95.59,Yes,48.72,0,1,0,1,1,0
675056,97.5,Yes,60.53,0,1,0,1,1,0
676053,52.5,Yes,92.11,1,0,0,1,0,1
675866,81.58,No,94.29,0,1,1,0,0,1
675880,63.89,No,66.67,1,0,1,0,1,0
675226,62.22,Yes,85.56,1,0,0,1,1,0
675477,84.38,Yes,57.69,0,1,0,1,1,0
675936,70.18,Yes,94.23,0,1,0,1,0,1
676004,61.54,No,100,1,0,1,0,0,1
675011,72.97,No,66.67,0,1,1,0,1,0
675568,83.02,Yes,12,0,1,0,1,1,0
675399,85.92,Yes,61.43,0,1,0,1,1,0
675884,57.41,Yes,72.09,1,0,0,1,1,0
675769,75,No,32.43,0,1,1,0,1,0
675809,93.75,Yes,23.33,0,1,0,1,1,0
675553,70.13,Yes,90.91,0,1,0,1,0,1
675196,58.42,Yes,71.59,1,0,0,1,1,0
675344,84.72,Yes,64.71,0,1,0,1,1,0
675727,60.37,Yes,80.65,1,0,0,1,1,0
676154,69.44,Yes,80.65,0,1,0,1,1,0
675945,65.12,No,80.49,0,1,1,0,1,0
675942,59.55,Yes,89.41,1,0,0,1,0,1
455987,86.36,Yes,94.74,0,1,0,1,0,1
676074,56.14,Yes,94.12,1,0,0,1,0,1
676033,60,Yes,79.75,1,0,0,1,1,0
