countyFIPS,7/19/20,7/19/20,population,County Infections per 100K,County Deaths per 100K,County Infections per 100K below Median,County Infections per 100K Median or higher,County Deaths per 100K below Median,County Deaths per 100K Median or higher
35025,378,0,71070,532,0,0,1,1,0
35027,36,0,19572,184,0,1,0,1,0
35028,14,0,19369,72,0,1,0,1,0
35029,145,3,23709,612,13,0,1,0,1
35031,3754,199,71367,5260,279,0,1,0,1
35033,3,0,4521,66,0,1,0,1,0
35035,102,10,67490,151,15,1,0,0,1
35037,22,1,8253,267,12,1,0,0,1
35039,199,1,38921,511,3,0,1,1,0
35041,89,1,18500,481,5,0,1,1,0
35043,919,31,146748,626,21,0,1,0,1
35045,2834,176,123958,2286,142,0,1,0,1
35047,32,0,27277,117,0,1,0,1,0
35049,417,3,150358,277,2,1,0,1,0
35051,20,0,10791,185,0,1,0,1,0
35053,65,5,16637,391,30,1,0,0,1
35055,69,1,32723,211,3,1,0,1,0
35057,51,1,15461,330,6,1,0,1,0
35059,14,0,4059,345,0,1,0,1,0
35061,252,2,76688,329,3,1,0,1,0
0,69,103,0,,,0,1,0,1
0,0,35,0,,,0,1,0,1
36001,2318,110,305506,759,36,0,1,0,1
36003,71,2,46091,154,4,1,0,1,0
36005,48769,4816,1418207,3439,340,0,1,0,1
36007,883,66,190488,464,35,1,0,0,1
36009,145,6,76117,190,8,1,0,0,1
36011,129,2,76576,168,3,1,0,1,0
36013,194,3,126903,153,2,1,0,1,0
36015,154,3,83456,185,4,1,0,1,0
36017,182,6,47207,386,13,1,0,0,1
36019,113,4,80485,140,5,1,0,1,0
36021,492,47,59461,827,79,0,1,0,1
36023,69,1,47581,145,2,1,0,1,0
36025,93,4,44135,211,9,1,0,0,1
36027,4376,153,294218,1487,52,0,1,0,1
36029,8035,584,918702,875,64,0,1,0,1
36031,51,0,36885,138,0,1,0,1,0
36033,40,1,50022,80,2,1,0,1,0
36035,267,26,53383,500,49,0,1,0,1
36037,257,6,57280,449,10,1,0,0,1
36039,272,13,47188,576,28,0,1,0,1
36041,6,1,4416,136,23,1,0,0,1
36043,206,3,61319,336,5,1,0,1,0
36045,105,0,109834,96,0,1,0,1,0
36047,61432,7205,2559903,2400,281,0,1,0,1
36049,33,5,26296,125,19,1,0,0,1
36051,158,4,62914,251,6,1,0,1,0
36053,383,9,70941,540,13,0,1,0,1
36055,4401,249,741770,593,34,0,1,0,1
36057,143,4,49221,291,8,1,0,0,1
36059,42622,2193,1356924,3141,162,0,1,0,1
36061,29731,3138,1628706,1825,193,0,1,0,1
36063,1382,86,209281,660,41,0,1,0,1
36065,1940,112,228671,848,49,0,1,0,1
36067,3278,168,460528,712,36,0,1,0,1
36069,324,27,109777,295,25,1,0,0,1
36071,10931,404,384940,2840,105,0,1,0,1
36073,288,55,40352,714,136,0,1,0,1
36075,229,3,117124,196,3,1,0,1,0
36077,98,4,59493,165,7,1,0,0,1
36079,1391,63,98320,1415,64,0,1,0,1
36081,67007,7131,2253858,2973,316,0,1,0,1
36083,651,35,158714,410,22,1,0,0,1
36085,14480,1075,476143,3041,226,0,1,0,1
36087,13793,506,325789,4234,155,0,1,0,1
36089,242,4,107740,225,4,1,0,1,0
36091,637,15,229863,277,7,1,0,1,0
36093,915,36,155299,589,23,0,1,0,1
36095,62,2,30999,200,6,1,0,1,0
36097,16,0,17807,90,0,1,0,1,0
36099,80,1,34016,235,3,1,0,1,0
36101,281,29,95379,295,30,1,0,0,1
36103,42466,1994,1476601,2876,135,0,1,0,1
36105,1473,37,75432,1953,49,0,1,0,1
36107,170,20,48203,353,41,1,0,0,1
36109,208,0,102180,204,0,1,0,1,0
36111,1901,81,177573,1071,46,0,1,0,1
36113,287,30,63944,449,47,1,0,0,1
36115,250,14,61204,408,23,1,0,0,1
36117,227,2,89918,252,2,1,0,1,0
36119,35515,1440,967506,3671,149,0,1,0,1
36121,104,5,39859,261,13,1,0,0,1
36123,51,6,24913,205,24,1,0,0,1
0,0,0,0,,,0,1,0,1
37001,1684,39,169509,993,23,0,1,0,1
37003,213,1,37497,568,3,0,1,1,0
37005,53,0,11137,476,0,0,1,1,0
37007,260,1,24446,1064,4,0,1,1,0
37009,73,1,27203,268,4,1,0,1,0
37011,42,0,17557,239,0,1,0,1,0
37013,197,0,46994,419,0,1,0,1,0
37015,178,4,18947,939,21,0,1,0,1
37017,485,5,32722,1482,15,0,1,0,1
37019,940,11,142820,658,8,0,1,0,1
37021,1140,40,261191,436,15,1,0,0,1
37023,1315,22,90485,1453,24,0,1,0,1
37025,1949,34,216453,900,16,0,1,0,1
37027,771,6,82178,938,7,0,1,0,1
37029,45,2,10867,414,18,1,0,0,1
37031,176,4,69473,253,6,1,0,1,0
37033,167,2,22604,739,9,0,1,0,1
37035,1469,14,159551,921,9,0,1,0,1
37037,1106,47,74470,1485,63,0,1,0,1
37039,118,2,28612,412,7,1,0,0,1
37041,51,0,13943,366,0,1,0,1,0
37043,31,0,11231,276,0,1,0,1,0
37045,671,10,97947,685,10,0,1,0,1
37047,710,39,55508,1279,70,0,1,0,1
37049,509,8,102139,498,8,0,1,0,1
37051,1917,46,335509,571,14,0,1,0,1
37053,48,0,27763,173,0,1,0,1,0
37055,140,1,37009,378,3,1,0,1,0
37057,1414,16,167609,844,10,0,1,0,1
37059,275,3,42846,642,7,0,1,0,1
37061,1766,33,58741,3006,56,0,1,0,1
37063,5049,72,321488,1571,22,0,1,0,1
37065,440,10,51472,855,19,0,1,0,1
37067,4196,41,382295,1098,11,0,1,0,1
37069,591,23,69685,848,33,0,1,0,1
37071,2267,19,224529,1010,8,0,1,0,1
37073,32,2,11562,277,17,1,0,0,1
37075,10,0,8441,118,0,1,0,1,0
37077,1030,25,60443,1704,41,0,1,0,1
37079,252,3,21069,1196,14,0,1,0,1
37081,4127,132,537174,768,25,0,1,0,1
37083,474,4,50010,948,8,0,1,0,1
37085,880,32,135976,647,24,0,1,0,1
37087,171,0,62317,274,0,1,0,1,0
37089,1098,52,117417,935,44,0,1,0,1
37091,195,11,23677,824,46,0,1,0,1
37093,540,5,55234,978,9,0,1,0,1
37095,33,0,4937,668,0,0,1,1,0
37097,1334,11,181806,734,6,0,1,1,0
37099,279,3,43938,635,7,0,1,0,1
37101,2386,38,209339,1140,18,0,1,0,1
37103,43,3,9419,457,32,1,0,0,1
37105,990,8,61779,1602,13,0,1,0,1
37107,451,11,55949,806,20,0,1,0,1
37109,547,2,86111,635,2,0,1,1,0
37111,373,3,45756,815,7,0,1,1,0
37113,381,1,35858,1063,3,0,1,1,0
37115,22,0,21755,101,0,1,0,1,0
37117,184,6,22440,820,27,0,1,0,1
37119,17379,170,1110356,1565,15,0,1,0,1
37121,60,1,14964,401,7,1,0,1,0
37123,452,10,27173,1663,37,0,1,0,1
37125,708,14,100880,702,14,0,1,0,1
37127,755,6,94298,801,6,0,1,1,0
37129,1779,11,234473,759,5,0,1,1,0
37131,233,16,19483,1196,82,0,1,0,1
37133,558,6,197938,282,3,1,0,1,0
37135,1102,45,148476,742,30,0,1,0,1
37137,43,1,12726,338,8,1,0,0,1
37139,267,17,39824,670,43,0,1,0,1
37141,473,2,63060,750,3,0,1,1,0
37143,44,2,13463,327,15,1,0,0,1
37145,143,1,39490,362,3,1,0,1,0
37147,1173,6,180742,649,3,0,1,1,0
37149,114,5,20724,550,24,0,1,0,1
37151,1719,34,143667,1197,24,0,1,0,1
37153,400,7,44829,892,16,0,1,0,1
37155,1942,46,130625,1487,35,0,1,0,1
37157,351,3,91010,386,3,1,0,1,0
37159,1700,43,142088,1196,30,0,1,0,1
37161,459,11,67029,685,16,0,1,0,1
37163,1303,8,63531,2051,13,0,1,0,1
37165,188,2,34823,540,6,0,1,1,0
37167,657,5,62806,1046,8,0,1,0,1
37169,198,1,45591,434,2,1,0,1,0
37171,671,4,71783,935,6,0,1,1,0
37173,80,2,14271,561,14,0,1,0,1
37175,84,1,34385,244,3,1,0,1,0
37177,65,1,4016,1619,25,0,1,0,1
37179,2190,32,239859,913,13,0,1,0,1
37181,623,40,44535,1399,90,0,1,0,1
37183,8768,89,1111761,789,8,0,1,0,1
37185,207,6,19731,1049,30,0,1,0,1
37187,67,3,11580,579,26,0,1,0,1
37189,176,0,56177,313,0,1,0,1,0
37191,2100,34,123131,1706,28,0,1,0,1
37193,657,7,68412,960,10,0,1,0,1
37195,1128,28,81801,1379,34,0,1,0,1
37197,404,6,37667,1073,16,0,1,0,1
37199,67,0,18069,371,0,1,0,1,0
0,0,0,0,,,0,1,0,1
38001,0,0,2216,0,0,1,0,1,0
38003,26,0,10415,250,0,1,0,1,0
38005,23,1,6832,337,15,1,0,0,1
38007,1,0,928,108,0,1,0,1,0
38009,7,0,6282,111,0,1,0,1,0
38011,1,0,3024,33,0,1,0,1,0
38013,8,0,2115,378,0,1,0,1,0
38015,564,1,95626,590,1,0,1,1,0
38017,2639,73,181923,1451,40,0,1,0,1
38019,25,0,3762,665,0,0,1,1,0
38021,8,0,4872,164,0,1,0,1,0
38023,1,0,2264,44,0,1,0,1,0
38025,26,0,4424,588,0,0,1,1,0
38027,5,0,2287,219,0,1,0,1,0
38029,8,1,3241,247,31,1,0,0,1
38031,3,0,3210,93,0,1,0,1,0
38033,2,0,1761,114,0,1,0,1,0
38035,509,4,69451,733,6,0,1,1,0
38037,4,0,2274,176,0,1,0,1,0
38039,3,0,2231,134,0,1,0,1,0
38041,6,0,2499,240,0,1,0,1,0
38043,4,0,2480,161,0,1,0,1,0
38045,14,0,4046,346,0,1,0,1,0
38047,1,0,1850,54,0,1,0,1,0
38049,11,1,5745,191,17,1,0,0,1
38051,9,0,2497,360,0,1,0,1,0
38053,52,0,15024,346,0,1,0,1,0
38055,14,0,9450,148,0,1,0,1,0
38057,12,0,8187,147,0,1,0,1,0
38059,168,3,31364,536,10,0,1,0,1
38061,90,1,10545,853,9,0,1,0,1
38063,3,0,2879,104,0,1,0,1,0
38065,3,0,1959,153,0,1,0,1,0
38067,20,0,6801,294,0,1,0,1,0
38069,8,0,3975,201,0,1,0,1,0
38071,25,1,11519,217,9,1,0,0,1
38073,23,0,5218,441,0,1,0,1,0
38075,8,0,2327,344,0,1,0,1,0
38077,51,0,16177,315,0,1,0,1,0
38079,13,0,14176,92,0,1,0,1,0
38081,8,0,3898,205,0,1,0,1,0
38083,4,0,1315,304,0,1,0,1,0
38085,46,0,4230,1087,0,0,1,1,0
38087,3,0,750,400,0,1,0,1,0
38089,120,3,31489,381,10,1,0,0,1
38091,6,0,1890,317,0,1,0,1,0
38093,74,2,20704,357,10,1,0,0,1
38095,4,0,2189,183,0,1,0,1,0
38097,30,0,8036,373,0,1,0,1,0
38099,77,0,10641,724,0,0,1,1,0
38101,102,1,67641,151,1,1,0,1,0
38103,11,0,3834,287,0,1,0,1,0
38105,135,0,37589,359,0,1,0,1,0
0,1,0,0,,,0,1,0,1
39001,34,2,27698,123,7,1,0,0,1
39003,451,41,102351,441,40,1,0,0,1
39005,101,3,53484,189,6,1,0,1,0
39007,473,44,97241,486,45,0,1,0,1
39009,268,1,65327,410,2,1,0,1,0
39011,126,5,45656,276,11,1,0,0,1
39013,575,25,67006,858,37,0,1,0,1
39015,68,1,43432,157,2,1,0,1,0
39017,2114,51,383134,552,13,0,1,0,1
39019,86,4,26914,320,15,1,0,0,1
39021,68,1,38885,175,3,1,0,1,0
39023,895,11,134083,667,8,0,1,0,1
39025,618,8,206428,299,4,1,0,1,0
39027,105,2,41968,250,5,1,0,1,0
39029,1458,60,101883,1431,59,0,1,0,1
39031,164,4,36600,448,11,1,0,0,1
39033,152,5,41494,366,12,1,0,0,1
39035,10553,421,1235072,854,34,0,1,0,1
39037,265,26,51113,518,51,0,1,0,1
39039,75,3,38087,197,8,1,0,0,1
39041,916,15,209177,438,7,1,0,0,1
39043,363,22,74266,489,30,0,1,0,1
39045,897,18,157574,569,11,0,1,0,1
39047,59,0,28525,207,0,1,0,1,0
39049,14001,467,1316756,1063,35,0,1,0,1
39051,86,0,42126,204,0,1,0,1,0
39053,29,1,29898,97,3,1,0,1,0
39055,465,43,93649,497,46,0,1,0,1
39057,461,10,168937,273,6,1,0,1,0
39059,89,4,38875,229,10,1,0,0,1
39061,7828,218,817473,958,27,0,1,0,1
39063,116,2,75783,153,3,1,0,1,0
39065,136,12,31365,434,38,1,0,0,1
39067,16,1,15040,106,7,1,0,1,0
39069,59,0,27006,218,0,1,0,1,0
39071,69,1,43161,160,2,1,0,1,0
39073,92,8,28264,326,28,1,0,0,1
39075,293,5,43960,667,11,0,1,0,1
39077,290,3,58266,498,5,0,1,1,0
39079,39,0,32413,120,0,1,0,1,0
39081,153,2,65325,234,3,1,0,1,0
39083,74,1,62322,119,2,1,0,1,0
39085,789,24,230149,343,10,1,0,0,1
39087,138,0,59463,232,0,1,0,1,0
39089,705,15,176862,399,8,1,0,0,1
39091,82,1,45672,180,2,1,0,1,0
39093,1322,73,309833,427,24,1,0,0,1
39095,3486,307,428348,814,72,0,1,0,1
39097,245,9,44731,548,20,0,1,0,1
39099,2089,241,228683,913,105,0,1,0,1
39101,2777,39,65093,4266,60,0,1,0,1
39103,681,32,179746,379,18,1,0,0,1
39105,19,0,22907,83,0,1,0,1,0
39107,345,11,41172,838,27,0,1,0,1
39109,574,31,106987,537,29,0,1,0,1
39111,89,17,13654,652,125,0,1,0,1
39113,2987,46,531687,562,9,0,1,0,1
39115,14,0,14508,96,0,1,0,1,0
39117,133,1,35328,376,3,1,0,1,0
39119,119,1,86215,138,1,1,0,1,0
39121,16,0,14424,111,0,1,0,1,0
39123,264,24,40525,651,59,0,1,0,1
39125,41,1,18672,220,5,1,0,1,0
39127,59,1,36134,163,3,1,0,1,0
39129,2268,42,58457,3880,72,0,1,0,1
39131,37,0,27772,133,0,1,0,1,0
39133,561,59,162466,345,36,1,0,0,1
39135,107,1,40882,262,2,1,0,1,0
39137,161,16,33861,475,47,1,0,0,1
39139,428,8,121154,353,7,1,0,1,0
39141,182,4,76666,237,5,1,0,1,0
39143,221,15,58518,378,26,1,0,0,1
39145,100,0,75314,133,0,1,0,1,0
39147,66,2,55178,120,4,1,0,1,0
39149,82,4,48590,169,8,1,0,0,1
39151,1358,120,370606,366,32,1,0,0,1
39153,2597,211,541013,480,39,0,1,0,1
39155,1159,83,197974,585,42,0,1,0,1
39157,682,11,91987,741,12,0,1,0,1
39159,142,1,58988,241,2,1,0,1,0
39161,53,1,28275,187,4,1,0,1,0
39163,25,2,13085,191,15,1,0,0,1
39165,1228,28,234602,523,12,0,1,0,1
39167,165,21,59911,275,35,1,0,0,1
39169,400,56,115710,346,48,1,0,0,1
39171,90,3,36692,245,8,1,0,0,1
39173,593,53,130817,453,41,1,0,0,1
39175,72,5,21772,331,23,1,0,0,1
0,1,0,0,,,0,1,0,1
40001,170,4,22194,766,18,0,1,0,1
40003,1,0,5702,18,0,1,0,1,0
40005,45,0,13758,327,0,1,0,1,0
40007,32,0,5311,603,0,0,1,1,0
40009,27,0,21859,124,0,1,0,1,0
40011,22,0,9429,233,0,1,0,1,0
40013,239,1,47995,498,2,0,1,1,0
40015,225,11,28762,782,38,0,1,0,1
40017,667,4,148306,450,3,1,0,1,0
40019,213,3,48111,443,6,1,0,1,0
40021,149,1,48657,306,2,1,0,1,0
40023,141,1,14672,961,7,0,1,0,1
40025,1,0,2137,47,0,1,0,1,0
40027,1678,40,284014,591,14,0,1,0,1
40029,16,0,5495,291,0,1,0,1,0
40031,591,9,120749,489,7,0,1,0,1
40033,12,2,5666,212,35,1,0,0,1
40035,37,0,14142,262,0,1,0,1,0
40037,269,9,71522,376,13,1,0,0,1
40039,111,0,29003,383,0,1,0,1,0
40041,290,19,43009,674,44,0,1,0,1
40043,4,0,4891,82,0,1,0,1,0
40045,1,0,3859,26,0,1,0,1,0
40047,173,2,61056,283,3,1,0,1,0
40049,145,3,27711,523,11,0,1,0,1
40051,304,5,55834,544,9,0,1,0,1
40053,4,0,4333,92,0,1,0,1,0
40055,71,7,5712,1243,123,0,1,0,1
40057,4,0,2653,151,0,1,0,1,0
40059,2,0,3688,54,0,1,0,1,0
40061,21,0,12627,166,0,1,0,1,0
40063,22,1,13279,166,8,1,0,0,1
40065,211,3,24530,860,12,0,1,0,1
40067,20,0,6002,333,0,1,0,1,0
40069,23,0,11085,207,0,1,0,1,0
40071,146,9,43538,335,21,1,0,0,1
40073,62,0,15765,393,0,1,0,1,0
40075,18,1,8708,207,11,1,0,0,1
40077,25,1,10073,248,10,1,0,0,1
40079,87,1,49853,175,2,1,0,1,0
40081,58,2,34877,166,6,1,0,1,0
40083,120,1,48011,250,2,1,0,1,0
40085,55,0,10253,536,0,0,1,1,0
40087,288,4,40474,712,10,0,1,0,1
40089,681,13,32832,2074,40,0,1,0,1
40091,99,1,19596,505,5,0,1,1,0
40093,16,1,7629,210,13,1,0,0,1
40095,50,0,16931,295,0,1,0,1,0
40097,177,5,41100,431,12,1,0,0,1
40099,29,0,14073,206,0,1,0,1,0
40101,246,14,67997,362,21,1,0,0,1
40103,59,1,11131,530,9,0,1,0,1
40105,41,1,10076,407,10,1,0,0,1
40107,23,0,11993,192,0,1,0,1,0
40109,6271,77,797434,786,10,0,1,0,1
40111,218,0,38465,567,0,0,1,1,0
40113,246,9,46963,524,19,0,1,0,1
40115,219,2,31127,704,6,0,1,1,0
40117,84,3,16376,513,18,0,1,0,1
40119,526,2,81784,643,2,0,1,1,0
40121,87,3,43654,199,7,1,0,0,1
40123,100,2,38284,261,5,1,0,1,0
40125,204,5,72592,281,7,1,0,0,1
40127,39,0,11096,351,0,1,0,1,0
40129,3,0,3583,84,0,1,0,1,0
40131,435,10,92459,470,11,1,0,0,1
40133,84,4,24258,346,16,1,0,0,1
40135,83,3,41569,200,7,1,0,0,1
40137,125,1,43143,290,2,1,0,1,0
40139,1007,7,19983,5039,35,0,1,0,1
40141,32,1,7250,441,14,1,0,0,1
40143,6285,84,651552,965,13,0,1,0,1
40145,460,19,81289,566,23,0,1,0,1
40147,490,39,51527,951,76,0,1,0,1
40149,12,0,10916,110,0,1,0,1,0
40151,12,0,8793,136,0,1,0,1,0
40153,18,0,20211,89,0,1,0,1,0
0,0,0,0,,,0,1,0,1
41001,13,0,16124,81,0,1,0,1,0
41003,128,6,93053,138,6,1,0,1,0
41005,1130,30,418187,270,7,1,0,0,1
41007,62,0,40224,154,0,1,0,1,0
41009,61,0,52354,117,0,1,0,1,0
41011,69,0,64487,107,0,1,0,1,0
41013,27,1,24404,111,4,1,0,1,0
41015,10,0,22925,44,0,1,0,1,0
41017,352,1,197692,178,1,1,0,1,0
41019,85,1,110980,77,1,1,0,1,0
41021,2,0,1912,105,0,1,0,1,0
41023,1,0,7199,14,0,1,0,1,0
41025,2,0,7393,27,0,1,0,1,0
41027,130,0,23382,556,0,0,1,1,0
41029,238,0,220944,108,0,1,0,1,0
41031,199,0,24658,807,0,0,1,1,0
41033,70,1,87487,80,1,1,0,1,0
41035,150,1,68238,220,1,1,0,1,0
41037,28,0,7869,356,0,1,0,1,0
41039,394,3,382067,103,1,1,0,1,0
41041,369,8,49962,739,16,0,1,0,1
41043,199,10,129749,153,8,1,0,0,1
41045,489,5,30571,1600,16,0,1,0,1
41047,2140,60,347818,615,17,0,1,0,1
41049,194,1,11603,1672,9,0,1,0,1
41051,3486,75,812855,429,9,1,0,0,1
41053,204,12,86085,237,14,1,0,0,1
41055,8,0,1780,449,0,1,0,1,0
41057,23,0,27036,85,0,1,0,1,0
41059,1340,9,77950,1719,12,0,1,0,1
41061,383,2,26835,1427,7,0,1,0,1
41063,18,1,7208,250,14,1,0,0,1
41065,130,3,26682,487,11,0,1,0,1
41067,2208,21,601592,367,3,1,0,1,0
41069,0,0,1332,0,0,1,0,1,0
41071,235,9,107100,219,8,1,0,0,1
0,0,0,0,,,0,1,0,1
42001,413,15,103009,401,15,1,0,0,1
42003,6263,205,1216045,515,17,0,1,0,1
42005,114,6,64735,176,9,1,0,0,1
42007,958,81,163929,584,49,0,1,0,1
42009,105,4,47888,219,8,1,0,0,1
42011,4821,360,421164,1145,85,0,1,0,1
42013,135,1,121829,111,1,1,0,1,0
42015,64,3,60323,106,5,1,0,1,0
42017,6353,573,628270,1011,91,0,1,0,1
42019,479,13,187853,255,7,1,0,0,1
42021,167,3,130192,128,2,1,0,1,0
42023,5,0,4447,112,0,1,0,1,0
42025,321,28,64182,500,44,0,1,0,1
42027,279,9,162385,172,6,1,0,1,0
42029,4295,334,524989,818,64,0,1,0,1
42031,67,2,38438,174,5,1,0,1,0
42033,99,0,79255,125,0,1,0,1,0
42035,103,5,38632,267,13,1,0,0,1
42037,430,35,64964,662,54,0,1,0,1
42039,107,1,84629,126,1,1,0,1,0
42041,1016,68,253370,401,27,1,0,0,1
42043,2404,150,278299,864,54,0,1,0,1
42045,7863,674,566747,1387,119,0,1,0,1
42047,37,2,29910,124,7,1,0,0,1
42049,781,13,269728,290,5,1,0,1,0
42051,262,4,129274,203,3,1,0,1,0
42053,7,0,7247,97,0,1,0,1,0
42055,1061,46,155027,684,30,0,1,0,1
42057,19,1,14530,131,7,1,0,0,1
42059,84,0,36233,232,0,1,0,1,0
42061,267,4,45144,591,9,0,1,0,1
42063,179,6,84073,213,7,1,0,0,1
42065,47,1,43425,108,2,1,0,1,0
42067,118,6,24763,477,24,0,1,0,1
42069,1805,212,209674,861,101,0,1,0,1
42071,5052,392,545724,926,72,0,1,0,1
42073,226,9,85512,264,11,1,0,0,1
42075,1498,51,141793,1056,36,0,1,0,1
42077,4546,332,369318,1231,90,0,1,0,1
42079,3068,181,317417,967,57,0,1,0,1
42081,268,20,113299,237,18,1,0,0,1
42083,25,1,40625,62,2,1,0,1,0
42085,231,8,109424,211,7,1,0,0,1
42087,81,1,46138,176,2,1,0,1,0
42089,1499,117,170271,880,69,0,1,0,1
42091,9148,837,830915,1101,101,0,1,0,1
42093,84,2,18230,461,11,1,0,0,1
42095,3643,285,305285,1193,93,0,1,0,1
42097,363,11,90843,400,12,1,0,0,1
42099,96,5,46272,207,11,1,0,0,1
42101,23839,1658,1584064,1505,105,0,1,0,1
42103,513,21,55809,919,38,0,1,0,1
42105,19,0,16526,115,0,1,0,1,0
42107,818,48,141359,579,34,0,1,0,1
42109,79,2,40372,196,5,1,0,1,0
42111,94,1,73447,128,1,1,0,1,0
42113,10,0,6066,165,0,1,0,1,0
42115,195,26,40328,484,64,0,1,0,1
42117,32,2,40591,79,5,1,0,1,0
42119,111,2,44923,247,4,1,0,1,0
42121,51,0,50668,101,0,1,0,1,0
42123,13,1,39191,33,3,1,0,1,0
42125,559,10,206865,270,5,1,0,1,0
42127,148,8,51361,288,16,1,0,0,1
42129,1153,40,348899,330,11,1,0,0,1
42131,52,7,26794,194,26,1,0,0,1
42133,1985,72,449058,442,16,1,0,0,1
0,2290,11,0,,,0,1,0,1
44001,256,15,48479,528,31,0,1,0,1
44003,1234,101,164292,751,61,0,1,0,1
44005,331,4,82082,403,5,1,0,1,0
44007,13144,795,638931,2057,124,0,1,0,1
44009,538,60,125577,428,48,1,0,0,1
0,0,0,0,,,0,1,0,1
45001,189,1,24527,771,4,0,1,1,0
45003,1016,14,170872,595,8,0,1,0,1
45005,122,3,8688,1404,35,0,1,0,1
45007,1383,26,202558,683,13,0,1,0,1
45009,303,3,14066,2154,21,0,1,0,1
45011,206,1,20866,987,5,0,1,1,0
45013,2483,25,192122,1292,13,0,1,0,1
45015,2954,36,227907,1296,16,0,1,0,1
45017,217,1,14553,1491,7,0,1,0,1
45019,9432,83,411406,2293,20,0,1,0,1
45021,330,10,57300,576,17,0,1,0,1
45023,356,6,32244,1104,19,0,1,0,1
45025,523,17,45650,1146,37,0,1,0,1
45027,574,47,33745,1701,139,0,1,0,1
45029,567,28,37677,1505,74,0,1,0,1
45031,693,20,66618,1040,30,0,1,0,1
45033,436,18,30479,1430,59,0,1,0,1
45035,2079,13,162809,1277,8,0,1,0,1
45037,166,4,27260,609,15,0,1,0,1
45039,424,23,22347,1897,103,0,1,0,1
45041,2004,64,138293,1449,46,0,1,0,1
45043,966,11,62680,1541,18,0,1,0,1
45045,8396,131,523542,1604,25,0,1,0,1
45047,988,10,70811,1395,14,0,1,0,1
45049,172,3,19222,895,16,0,1,0,1
45051,6717,84,354081,1897,24,0,1,0,1
45053,335,3,30073,1114,10,0,1,0,1
45055,983,19,66551,1477,29,0,1,0,1
45057,745,15,98012,760,15,0,1,0,1
45059,919,15,67493,1362,22,0,1,0,1
45061,379,24,16828,2252,143,0,1,0,1
45063,3576,70,298750,1197,23,0,1,0,1
45065,78,2,9463,824,21,0,1,0,1
45067,386,11,30657,1259,36,0,1,0,1
45069,358,4,26118,1371,15,0,1,0,1
45071,537,5,38440,1397,13,0,1,0,1
45073,561,2,79546,705,3,0,1,1,0
45075,1564,34,86175,1815,39,0,1,0,1
45077,1400,14,126884,1103,11,0,1,0,1
45079,5955,108,415759,1432,26,0,1,0,1
45081,342,3,20473,1670,15,0,1,0,1
45083,3038,62,319785,950,19,0,1,0,1
45085,1705,33,106721,1598,31,0,1,0,1
45087,198,0,27316,725,0,0,1,1,0
45089,626,18,30368,2061,59,0,1,0,1
45091,2384,14,280979,848,5,0,1,1,0
0,0,0,0,,,0,1,0,1
46003,35,0,2751,1272,0,0,1,1,0
46005,571,9,18453,3094,49,0,1,0,1
46007,5,0,3365,149,0,1,0,1,0
46009,13,0,6901,188,0,1,0,1,0
46011,104,0,35077,296,0,1,0,1,0
46013,366,2,38839,942,5,0,1,1,0
46015,37,0,5297,699,0,0,1,1,0
46017,104,3,1962,5301,153,0,1,0,1
46019,5,1,10429,48,10,1,0,0,1
46021,1,0,1376,73,0,1,0,1,0
46023,98,0,9292,1055,0,0,1,1,0
46025,16,0,3736,428,0,1,0,1,0
46027,97,0,14070,689,0,0,1,1,0
46029,103,0,28009,368,0,1,0,1,0
46031,22,0,4086,538,0,0,1,1,0
46033,11,0,8972,123,0,1,0,1,0
46035,67,0,19775,339,0,1,0,1,0
46037,19,0,5424,350,0,1,0,1,0
46039,5,0,4351,115,0,1,0,1,0
46041,45,0,5892,764,0,0,1,1,0
46043,14,0,2921,479,0,0,1,1,0
46045,10,0,3829,261,0,1,0,1,0
46047,14,0,6713,209,0,1,0,1,0
46049,24,1,2299,1044,43,0,1,0,1
46051,17,0,7052,241,0,1,0,1,0
46053,6,0,4185,143,0,1,0,1,0
46055,1,0,1899,53,0,1,0,1,0
46057,13,0,6164,211,0,1,0,1,0
46059,7,0,3191,219,0,1,0,1,0
46061,14,0,3453,405,0,1,0,1,0
46063,0,0,1298,0,0,1,0,1,0
46065,78,2,17526,445,11,1,0,0,1
46067,20,0,7291,274,0,1,0,1,0
46069,3,0,1301,231,0,1,0,1,0
46071,7,1,3344,209,30,1,0,0,1
46073,39,1,2013,1937,50,0,1,0,1
46075,1,0,903,111,0,1,0,1,0
46077,8,0,4939,162,0,1,0,1,0
46079,48,1,12797,375,8,1,0,0,1
46081,22,0,25844,85,0,1,0,1,0
46083,413,1,61128,676,2,0,1,1,0
46085,84,1,3781,2222,26,0,1,0,1
46087,21,1,5586,376,18,1,0,0,1
46089,6,0,2379,252,0,1,0,1,0
46091,5,0,4935,101,0,1,0,1,0
46093,58,1,28332,205,4,1,0,1,0
46095,14,0,2061,679,0,0,1,1,0
46097,10,0,2216,451,0,1,0,1,0
46099,3854,62,193134,1996,32,0,1,0,1
46101,26,0,6576,395,0,1,0,1,0
46102,127,1,14177,896,7,0,1,0,1
46103,720,23,113775,633,20,0,1,0,1
46105,4,0,2865,140,0,1,0,1,0
46107,0,0,2153,0,0,1,0,1,0
46109,62,0,10394,596,0,0,1,1,0
46111,12,0,2344,512,0,0,1,1,0
46115,16,0,6376,251,0,1,0,1,0
46117,14,0,3098,452,0,1,0,1,0
